Speaker;Utterance
CHI;yeah
MOT;okay ready
MOT;oh
MOT;it didn't go off did it
CHI;I want it
MOT;no you know what mommy will do it
MOT;and then you can try to let it go okay
CHI;okay
CHI;I'll let it go
MOT;hold it tight
MOT;you got it
MOT;okay let it go
MOT;oh yuck
CHI;can you do that again and I hold it
MOT;you wanna hold it
CHI;you can really blow it
MOT;okay ready
MOT;okay hold it tight
MOT;got it
MOT;hold it tight
MOT;okay
MOT;it's fun huh
CHI;can I do that again
MOT;one more time cause mommy's getting a headache blowing it up
MOT;okay
MOT;okay do it this way okay
MOT;ready
MOT;oh
MOT;I know it's hard to hold it isn't it
MOT;alright let's see what else
MOT;what haven't we found yet
MOT;let's see
MOT;oh look I forgot there's this little guy too he's cute
MOT;I don't think that does too much does it
MOT;oh it makes noise
MOT;huh
CHI;what is this thing
MOT;you know I think it's probably like a baby toy
MOT;a baby can hold onto and then can move all these little things
MOT;maybe a baby would like to play with it
MOT;would the baby like to play
MOT;oh who's in there
CHI;you
MOT;oh it's me
MOT;how about you are you in there
MOT;let's see what else
MOT;where's the bus
MOT;let's put the people going in the bus
CHI;there's one more seat right here
MOT;there's one more seat
MOT;well that's okay all the seats don't have to be filled or we could put
MOT;I don't know what do you think the elephants could ride
MOT;maybe they need a ride to the circus
CHI;he goes right here
MOT;maybe the children are all going to the circus or to the zoo and their bringing the elephants with them
CHI;she's going right here see because she has a hurty foot
MOT;she has what a hurty foot
MOT;oh she's sitting in the wheelchair she has a hurty foot gotcha
CHI;he's playing
MOT;here you put this guy it looks like it's gonna rain cause she has her raincoat on
MOT;here this guy got left out
MOT;the bus didn't pick him up
MOT;uh oh
MOT;everybody's gonna fall out
MOT;this guy
MOT;did he miss the bus too
CHI;no
CHI;he doesn't like the circus
MOT;he doesn't like the circus
MOT;I don't blame him
MOT;maybe he'd like to live at a zoo
MOT;do you think he'd like to live at a zoo instead
MOT;what are you doing
MOT;are you tired
MOT;wanna roll the ball
MOT;sit up please
MOT;come on we gotta sit up
MOT;gotta sit up it's not napping time
MOT;gotta sit up
MOT;come on sit up sit up sit up sit up
MOT;we need to sit up now
MOT;okay
MOT;let's see I think I hear your baby
MOT;she's calling she might need
MOT;oh
MOT;do you think she needs another bath
MOT;she must be one dirty baby
CHI;can you take it
CHI;I'm busy
MOT;you're busy
MOT;okay
MOT;yeah
CHI;yeah
MOT;yeah no you need to sit up
MOT;because if you're baby is calling you need to go get her right
MOT;you can't just let her cry
CHI;she's not crying
MOT;she's not
MOT;I think I hear her
CHI;she doesn't make
MOT;I think I hear her
MOT;that's good you gotta hold her
MOT;say it's okay baby
MOT;gotta sit up though
MOT;gotta sit up
MOT;gotta sit up
MOT;maybe the baby would like to ride in the bus
MOT;do you think she's ever taken a ride in the bus before
MOT;see she fits
